candidate_id,name,firm,source_count,source_types,source_urls,reasons
c213,Scott Smith,TRUE Network Advisors,1,self_funded_with_spencer,https://www.selffundedwithspencer.com/leadership-legacy-with-scott-smith-presidentceo-of-true-network-advisors/,"Ep ""Leadership & Legacy"" (May 2023, plus 2025 ""Building a Contagious Community"") — founder/president/CEO of TRUE Network Advisors, a collaborative network of independent growth-oriented employee benefits agencies"
c214,Chris Hamilton,Hotchkiss Insurance,1,self_funded_with_spencer,https://www.selffundedwithspencer.com/a-renaissance-in-employee-benefits-with-chris-hamilton/,"Multi-episode guest (Jan 2023 ""A Renaissance in Employee Benefits""; 2025 ""Why Did They Dismiss The J&J Lawsuit?"") — Partner and Employee Benefits Practice Leader at Hotchkiss Insurance, one of the largest privately/family-owned independent insurance brokerages in Texas; 2025 BenefitsPRO Advisor of the Year; founder of Benefits Insider"
c215,Mike Massé,Hotchkiss Insurance,1,self_funded_with_spencer,https://www.selffundedwithspencer.com/episode-16-mike-masse/,Ep 16 — employee benefits consultant at Hotchkiss Insurance (independently/family-owned Texas EB brokerage); appeared on podcast discussing self-funded benefits strategy
c216,Ross Conner,Hotchkiss Insurance,1,self_funded_with_spencer,https://www.selffundedwithspencer.com/where-property-casualty-self-funding-collide/,"Ep ""Where Property & Casualty & Self-Funding Collide"" (April 2023) — consultant at Hotchkiss Insurance, family-owned independent Texas brokerage"
c217,Emma Fox,FoxWatch Consulting,1,validation_institute,https://validationinstitute.com/fiduciary/,Founder/CEO of independent fiduciary EB consultancy FoxWatch; listed on Validation Institute Fiduciary Validated Benefits Firms & Advisors directory.
c218,Paul H. Flowers Jr.,Superior Insurance Advisors,1,validation_institute,https://validationinstitute.com/fiduciary/,Founder/CEO of independent EB brokerage Superior Insurance Advisors; Validation Institute fiduciary-validated advisor.
c219,Bunky Garrabrant,Health Compass Consulting,1,validation_institute,https://validationinstitute.com/certified-professionals/,Certified Health Value Professional (CHVP) at independent EB consultancy Health Compass Consulting.
c220,Brittany Nelson,Shepherd Insurance,1,validation_institute,https://validationinstitute.com/certified-professionals/,Certified Health Value Professional (CHVP) at independent EB brokerage Shepherd Insurance.
c221,Brad Dumke,EquityHealth,1,validation_institute,https://validationinstitute.com/certified-professionals/,Certified Health Value Professional (CHVP) at independent EB advisory EquityHealth.
c222,Joseph Hall,Remedy Advisors,1,validation_institute,https://validationinstitute.com/certified-professionals/,Certified Health Value Professional (CHVP) at independent EB advisory firm Remedy Advisors.
c223,Scott Long,APEX Benefits,1,validation_institute,https://validationinstitute.com/certified-professionals/,Certified Health Value Professional (CHVP) at independent EB brokerage APEX Benefits.
c224,Brandon Mills,SIA Group,1,validation_institute,https://validationinstitute.com/certified-professionals/,Certified Health Value Professional (CHVP) at independent EB brokerage SIA Group.
c225,Peter Moskowitz,Decision Associates International,1,validation_institute,https://validationinstitute.com/certified-professionals/,Certified Health Value Professional (CHVP) at independent EB consultancy Decision Associates International.
c226,Katy Talento,KFT Consulting,1,validation_institute,https://validationinstitute.com/certified-professionals/,Certified Health Value Professional (CHVP) and principal of independent EB consultancy KFT Consulting.
c227,Frank Malatesta,ProvInsure,1,validation_institute,https://validationinstitute.com/certified-professionals/,Certified Health Value Professional (CHVP) at independent EB advisory ProvInsure.
c228,Jordan Martin,Stolly Insurance Group,1,validation_institute,https://validationinstitute.com/certified-professionals/,Certified Health Value Professional (CHVP) at independent EB brokerage Stolly Insurance Group.
c229,William Stratton,"Freedom-3, LLC",1,validation_institute,https://validationinstitute.com/certified-professionals/,"Certified Health Value Professional (CHVP) at independent EB advisory Freedom-3, LLC."
c230,Louis Bernardi,BritePath,1,validation_institute,https://validationinstitute.com/certified-professionals/,Certified Health Value Advisor (CHVA); founder/principal of independent EB advisory BritePath.
c231,Seth Pearson,Pearson Insurance Agency,1,validation_institute,https://validationinstitute.com/certified-professionals/,Certified Health Value Advisor (CHVA); independent EB brokerage owner/principal.
c232,Karen Kirkpatrick,Independent EB consultant,1,validation_institute,https://validationinstitute.com/certified-professionals/,Certified Health Value Advisor (CHVA); independent EB consultant/principal.
c233,Marshall Allen,Allen Health Academy,1,validation_institute,https://validationinstitute.com/certified-professionals/,Certified Health Value Advisor (CHVA); independent EB educator/advisor.
c234,Russell DuBose,Phifer Inc / independent benefits advisor,1,validation_institute,https://validationinstitute.com/certified-professionals/,Certified Health Value Advisor (CHVA); independent EB advisor/principal.
